DiabetesTypeOne,DiabetesTypeTwo,liverDisease,heartDisease,kidneyDisease,Flu,Fever,LowBP,HighBP,Recommended,Recommended2,Recommended3,Recommended4,Recommended5
yes,no,no,no,no,no,no,no,no,AlooGajarMatar,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,yes,yes,yes,yes,yes,yes,yes,yes,AlooGajarMatar,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,yes,yes,yes,yes,yes,yes,yes,no,AlooGajarMatar,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,yes,yes,yes,yes,yes,yes,no,yes,AlooGajarMatar,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,yes,yes,yes,yes,yes,yes,no,no,AlooGajarMatar,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,yes,yes,yes,yes,yes,no,yes,yes,AlooGajarMatar,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,yes,yes,yes,yes,yes,no,yes,no,AlooGajarMatar,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,yes,yes,yes,yes,yes,no,no,yes,CabbageChanaDal,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,yes,yes,yes,yes,yes,no,no,no,CabbageChanaDal,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,yes,yes,yes,yes,no,yes,yes,yes,CabbageChanaDal,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,yes,yes,yes,yes,no,yes,yes,no,CabbageChanaDal,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,yes,yes,yes,yes,no,yes,no,yes,CabbageChanaDal,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,yes,yes,yes,yes,no,yes,no,no,CabbageChanaDal,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,yes,yes,yes,yes,no,no,yes,yes,CabbageChanaDal,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,yes,yes,yes,yes,no,no,yes,no,AlooGobiMatar,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,yes,yes,yes,yes,no,no,no,yes,AlooGobiMatar,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,yes,yes,yes,yes,no,no,no,no,AlooGobiMatar,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,yes,yes,yes,no,yes,yes,yes,yes,AlooGobiMatar,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,yes,yes,yes,no,yes,yes,yes,no,AlooGobiMatar,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,yes,yes,yes,no,yes,yes,no,yes,AlooGobiMatar,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,yes,yes,yes,no,yes,yes,no,no,AlooGobiMatar,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,yes,yes,yes,no,yes,no,yes,yes,JeeraAloo,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,yes,yes,yes,no,yes,no,yes,no,JeeraAloo,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,yes,yes,yes,no,yes,no,no,yes,JeeraAloo,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,yes,yes,yes,no,yes,no,no,no,JeeraAloo,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,yes,yes,yes,no,no,yes,yes,yes,JeeraAloo,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,yes,yes,yes,no,no,yes,yes,no,JeeraAloo,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,yes,yes,yes,no,no,yes,no,yes,JeeraAloo,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,yes,yes,yes,no,no,yes,no,no,BabyPotato,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,yes,yes,yes,no,no,no,yes,yes,BabyPotato,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,yes,yes,yes,no,no,no,yes,no,BabyPotato,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,yes,yes,yes,no,no,no,no,yes ,BabyPotato,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,yes,yes,yes,no,no,no,no,no,BabyPotato,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,yes,yes,no,yes,yes,yes,yes,yes,BabyPotato,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,yes,yes,no,yes,yes,yes,yes,no,BabyPotato,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,yes,yes,no,yes,yes,yes,no,yes,EasyBoiledRice,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,yes,yes,no,yes,yes,yes,no,no,EasyBoiledRice,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,yes,yes,no,yes,yes,no,yes,yes,EasyBoiledRice,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,yes,yes,no,yes,yes,no,yes,no,EasyBoiledRice,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,yes,yes,no,yes,yes,no,no,yes,EasyBoiledRice,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,yes,yes,no,yes,yes,no,no,no,EasyBoiledRice,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,yes,yes,no,yes,no,yes,yes,yes,EasyBoiledRice,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,yes,yes,no,yes,no,yes,yes,no,BoiledGreenVegetables,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,yes,yes,no,yes,no,yes,no,yes,BoiledGreenVegetables,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,yes,yes,no,yes,no,yes,no,no,BoiledGreenVegetables,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,yes,yes,no,yes,no,no,yes,yes,BoiledGreenVegetables,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,yes,yes,no,yes,no,no,yes,no,BoiledGreenVegetables,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,yes,yes,no,yes,no,no,no,yes,BoiledGreenVegetables,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,yes,yes,no,yes,no,no,no,no,BoiledGreenVegetables,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,yes,yes,no,no,yes,yes,yes,yes,EASYHONEYGARLICSALMON,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,yes,yes,no,no,yes,yes,yes,no,EASYHONEYGARLICSALMON,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,yes,yes,no,no,yes,yes,no,yes,EASYHONEYGARLICSALMON,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,yes,yes,no,no,yes,yes,no,no,EASYHONEYGARLICSALMON,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,yes,yes,no,no,yes,no,yes,yes,EASYHONEYGARLICSALMON,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,yes,yes,no,no,yes,no,yes,no,EASYHONEYGARLICSALMON,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,yes,yes,no,no,yes,no,no,yes,EASYHONEYGARLICSALMON,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,yes,yes,no,no,yes,no,no,no,MuttonDumBiryani,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,yes,yes,no,no,no,yes,yes,yes,MuttonDumBiryani,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,yes,yes,no,no,no,yes,yes,no,MuttonDumBiryani,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,yes,yes,no,no,no,yes,no,yes,MuttonDumBiryani,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,yes,yes,no,no,no,yes,no,no,MuttonDumBiryani,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,yes,yes,no,no,no,no,yes,yes,MuttonDumBiryani,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,yes,yes,no,no,no,no,yes,no,MuttonDumBiryani,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,yes,yes,no,no,no,no,no,yes ,WhiteChickenKorma,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,yes,yes,no,no,no,no,no,no,WhiteChickenKorma,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,yes,no,yes,yes,yes,yes,yes,yes,WhiteChickenKorma,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,yes,no,yes,yes,yes,yes,yes,no,WhiteChickenKorma,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,yes,no,yes,yes,yes,yes,no,yes,WhiteChickenKorma,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,yes,no,yes,yes,yes,yes,no,no,WhiteChickenKorma,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,yes,no,yes,yes,yes,no,yes,yes,WhiteChickenKorma,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,yes,no,yes,yes,yes,no,yes,no,ChickenMayyonaisSandwitch,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,yes,no,yes,yes,yes,no,no,yes,ChickenMayyonaisSandwitch,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,yes,no,yes,yes,yes,no,no,no,ChickenMayyonaisSandwitch,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,yes,no,yes,yes,no,yes,yes,yes,ChickenMayyonaisSandwitch,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,yes,no,yes,yes,no,yes,yes,no,ChickenMayyonaisSandwitch,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,yes,no,yes,yes,no,yes,no,yes,ChickenMayyonaisSandwitch,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,yes,no,yes,yes,no,yes,no,no,ChickenMayyonaisSandwitch,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,yes,no,yes,yes,no,no,yes,yes,ChickensaladSandwitch,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,yes,no,yes,yes,no,no,yes,no,ChickensaladSandwitch,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,yes,no,yes,yes,no,no,no,yes,ChickensaladSandwitch,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,yes,no,yes,yes,no,no,no,no,ChickensaladSandwitch,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,yes,no,yes,no,yes,yes,yes,yes,ChickensaladSandwitch,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,yes,no,yes,no,yes,yes,yes,no,ChickensaladSandwitch,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,yes,no,yes,no,yes,yes,no,yes,ChickensaladSandwitch,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,yes,no,yes,no,yes,yes,no,no,HydrabadiHaleem,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,yes,no,yes,no,yes,no,yes,yes,HydrabadiHaleem,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,yes,no,yes,no,yes,no,yes,no,HydrabadiHaleem,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,yes,no,yes,no,yes,no,no,yes,HydrabadiHaleem,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,yes,no,yes,no,yes,no,no,no,HydrabadiHaleem,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,yes,no,yes,no,no,yes,yes,yes,HydrabadiHaleem,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,yes,no,yes,no,no,yes,yes,no,HydrabadiHaleem,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,yes,no,yes,no,no,yes,no,yes,ChickenPuffs,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,yes,no,yes,no,no,yes,no,no,ChickenPuffs,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,yes,no,yes,no,no,no,yes,yes,ChickenPuffs,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,yes,no,yes,no,no,no,yes,no,ChickenPuffs,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,yes,no,yes,no,no,no,no,yes ,ChickenPuffs,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,yes,no,yes,no,no,no,no,no,ChickenPuffs,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,yes,no,no,yes,yes,yes,yes,yes,ChickenPuffs,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,yes,no,no,yes,yes,yes,yes,no,ChickenKarahi,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,yes,no,no,yes,yes,yes,no,yes,ChickenKarahi,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,yes,no,no,yes,yes,yes,no,no,ChickenKarahi,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,yes,no,no,yes,yes,no,yes,yes,ChickenKarahi,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,yes,no,no,yes,yes,no,yes,no,ChickenKarahi,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,yes,no,no,yes,yes,no,no,yes,ChickenKarahi,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,yes,no,no,yes,yes,no,no,no,ChickenKarahi,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,yes,no,no,yes,no,yes,yes,yes,SafedMurghKurma,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,yes,no,no,yes,no,yes,yes,no,SafedMurghKurma,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,yes,no,no,yes,no,yes,no,yes,SafedMurghKurma,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,yes,no,no,yes,no,yes,no,no,SafedMurghKurma,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,yes,no,no,yes,no,no,yes,yes,SafedMurghKurma,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,yes,no,no,yes,no,no,yes,no,SafedMurghKurma,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,yes,no,no,yes,no,no,no,yes,SafedMurghKurma,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,yes,no,no,yes,no,no,no,no,ChickenNuggets,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,yes,no,no,no,yes,yes,yes,yes,ChickenNuggets,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,yes,no,no,no,yes,yes,yes,no,ChickenNuggets,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,yes,no,no,no,yes,yes,no,yes,ChickenNuggets,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,yes,no,no,no,yes,yes,no,no,ChickenNuggets,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,yes,no,no,no,yes,no,yes,yes,ChickenNuggets,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,yes,no,no,no,yes,no,yes,no,ChickenNuggets,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,yes,no,no,no,yes,no,no,yes,ChickenKeemaParatha,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,yes,no,no,no,yes,no,no,no,ChickenKeemaParatha,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,yes,no,no,no,no,yes,yes,yes,ChickenKeemaParatha,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,yes,no,no,no,no,yes,yes,no,ChickenKeemaParatha,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,yes,no,no,no,no,yes,no,yes,ChickenKeemaParatha,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,yes,no,no,no,no,yes,no,no,ChickenKeemaParatha,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,yes,no,no,no,no,no,yes,yes,ChickenKeemaParatha,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,yes,no,no,no,no,no,yes,no,PakistaniShamiKababs,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,yes,no,no,no,no,no,no,yes ,PakistaniShamiKababs,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,yes,no,no,no,no,no,no,no,PakistaniShamiKababs,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,no,yes,yes,yes,yes,yes,yes,yes,PakistaniShamiKababs,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,no,yes,yes,yes,yes,yes,yes,no,PakistaniShamiKababs,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,no,yes,yes,yes,yes,yes,no,yes,PakistaniShamiKababs,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,no,yes,yes,yes,yes,yes,no,no,PakistaniShamiKababs,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,no,yes,yes,yes,yes,no,yes,yes,PalakChicken,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,no,yes,yes,yes,yes,no,yes,no,PalakChicken,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,no,yes,yes,yes,yes,no,no,yes,PalakChicken,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,no,yes,yes,yes,yes,no,no,no,PalakChicken,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,no,yes,yes,yes,no,yes,yes,yes,PalakChicken,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,no,yes,yes,yes,no,yes,yes,no,PalakChicken,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,no,yes,yes,yes,no,yes,no,yes,PalakChicken,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,no,yes,yes,yes,no,yes,no,no,ArabicSeekhKabab,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,no,yes,yes,yes,no,no,yes,yes,ArabicSeekhKabab,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,no,yes,yes,yes,no,no,yes,no,ArabicSeekhKabab,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,no,yes,yes,yes,no,no,no,yes,ArabicSeekhKabab,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,no,yes,yes,yes,no,no,no,no,ArabicSeekhKabab,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,no,yes,yes,no,yes,yes,yes,yes,ArabicSeekhKabab,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,no,yes,yes,no,yes,yes,yes,no,ArabicSeekhKabab,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,no,yes,yes,no,yes,yes,no,yes,ChickencornSoup,Smokedsalmon,TawaChickenfry,PepperChickenFry,AlooGobi
no,no,yes,yes,no,yes,yes,no,no,ChickencornSoup,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,no,yes,yes,no,yes,no,yes,yes,ChickencornSoup,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,no,yes,yes,no,yes,no,yes,no,ChickencornSoup,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,no,yes,yes,no,yes,no,no,yes,ChickencornSoup,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,no,yes,yes,no,yes,no,no,no,ChickencornSoup,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,no,yes,yes,no,no,yes,yes,yes,ChickencornSoup,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,no,yes,yes,no,no,yes,yes,no,TawaChickenfry,mixvegitables,PepperChickenFry,AlooGobi,Smokedsalmon
no,no,yes,yes,no,no,yes,no,yes,TawaChickenfry,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,no,yes,yes,no,no,yes,no,no,TawaChickenfry,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,no,yes,yes,no,no,no,yes,yes,TawaChickenfry,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,no,yes,yes,no,no,no,yes,no,TawaChickenfry,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,no,yes,yes,no,no,no,no,yes ,TawaChickenfry,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,no,yes,yes,no,no,no,no,no,TawaChickenfry,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,no,yes,no,yes,yes,yes,yes,yes,PepperChickenFry,SteelcutOats,AlooGobi,Smokedsalmon,mixvegitables
no,no,yes,no,yes,yes,yes,yes,no,PepperChickenFry,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,no,yes,no,yes,yes,yes,no,yes,PepperChickenFry,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,no,yes,no,yes,yes,yes,no,no,PepperChickenFry,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
no,no,yes,no,yes,yes,no,yes,yes,PepperChickenFry,ChickenPuffs,ChickenMayyonaisSandwitch,ChickensaladSandwitch,HydrabadiHaleem
no,no,yes,no,yes,yes,no,yes,no,PepperChickenFry,ChickenKeemaParatha,ChickenKarahi,SafedMurghKurma,ChickenNuggets
no,no,yes,no,yes,yes,no,no,yes,PepperChickenFry,ChickencornSoup,PakistaniShamiKababs,PalakChicken,ArabicSeekhKabab
no,no,yes,no,yes,yes,no,no,no,AlooGobi,SteelcutOats,Smokedsalmon,mixvegitables,PumpkinBhaji
no,no,yes,no,yes,no,yes,yes,yes,AlooGobi,AlooGobiMatar,AlooPalak,AlooGajarMatar,CabbageChanaDal
no,no,yes,no,yes,no,yes,yes,no,AlooGobi,BoiledGreenVegetables,JeeraAloo,BabyPotato,EasyBoiledRice
no,no,yes,no,yes,no,yes,no,yes,AlooGobi,ChickenMayyonaisSandwitch,EASYHONEYGARLICSALMON,MuttonDumBiryani,WhiteChickenKorma
no,no,yes,no,yes,no,yes,no,no,AlooGobi,ChickenKarahi,ChickensaladSandwitch,HydrabadiHaleem,ChickenPuffs
no,no,yes,no,yes,no,no,yes,yes,AlooGobi,PakistaniShamiKababs,SafedMurghKurma,ChickenNuggets,ChickenKeemaParatha
no,no,yes,no,yes,no,no,yes,no,AlooGobi,TawaChickenfry,PalakChicken,ArabicSeekhKabab,ChickencornSoup
no,no,yes,no,yes,no,no,no,yes,Smokedsalmon,SteelcutOats,mixvegitables,AlooPalak,PumpkinBhaji
no,no,yes,no,yes,no,no,no,no,Smokedsalmon,JeeraAloo,AlooGajarMatar,CabbageChanaDal,AlooGobiMatar
no,no,yes,no,no,yes,yes,yes,yes,Smokedsalmon,EASYHONEYGARLICSALMON,BabyPotato,EasyBoiledRice,BoiledGreenVegetables
no,no,yes,no,no,yes,yes,yes,no,Smokedsalmon,ChickensaladSandwitch,MuttonDumBiryani,WhiteChickenKorma,ChickenMayyonaisSandwitch
no,no,yes,no,no,yes,yes,no,yes,Smokedsalmon,SafedMurghKurma,HydrabadiHaleem,ChickenPuffs,ChickenKarahi
no,no,yes,no,no,yes,yes,no,no,Smokedsalmon,PalakChicken,ChickenNuggets,ChickenKeemaParatha,PakistaniShamiKababs
no,no,yes,no,no,yes,no,yes,yes,Smokedsalmon,PepperChickenFry,ArabicSeekhKabab,ChickencornSoup,TawaChickenfry
no,no,yes,no,no,yes,no,yes,no,mixvegitables,SteelcutOats,AlooGajarMatar,PumpkinBhaji,AlooPalak
no,no,yes,no,no,yes,no,no,yes,mixvegitables,BabyPotato,CabbageChanaDal,AlooGobiMatar,JeeraAloo
no,no,yes,no,no,yes,no,no,no,mixvegitables,MuttonDumBiryani,EasyBoiledRice,BoiledGreenVegetables,EASYHONEYGARLICSALMON
no,no,yes,no,no,no,yes,yes,yes,mixvegitables,HydrabadiHaleem,WhiteChickenKorma,ChickenMayyonaisSandwitch,ChickensaladSandwitch
no,no,yes,no,no,no,yes,yes,no,mixvegitables,ChickenNuggets,ChickenPuffs,ChickenKarahi,SafedMurghKurma
no,no,yes,no,no,no,yes,no,yes,mixvegitables,ArabicSeekhKabab,ChickenKeemaParatha,PakistaniShamiKababs,PalakChicken
no,no,yes,no,no,no,yes,no,no,mixvegitables,AlooGobi,ChickencornSoup,TawaChickenfry,PepperChickenFry
no,no,yes,no,no,no,no,yes,yes,SteelcutOats,CabbageChanaDal,PumpkinBhaji,AlooPalak,AlooGajarMatar
no,no,yes,no,no,no,no,yes,no,SteelcutOats,EasyBoiledRice,AlooGobiMatar,JeeraAloo,BabyPotato
no,no,yes,no,no,no,no,no,yes ,SteelcutOats,WhiteChickenKorma,BoiledGreenVegetables,EASYHONEYGARLICSALMON,MuttonDumBiryani
